map,scenario,agents,connectivity,flowtime
empty-16-16-random,empty-16-16-random-16,2,3,16.2426
empty-16-16-random,empty-16-16-random-11,6,2,37.1314
empty-16-16-random,empty-16-16-random-2,10,3,103.86
empty-16-16-random,empty-16-16-random-24,12,5,92.2948
empty-16-16-random,empty-16-16-random-13,11,2,136.0
empty-16-16-random,empty-16-16-random-10,6,2,79.0
empty-16-16-random,empty-16-16-random-24,8,5,45.564
empty-16-16-random,empty-16-16-random-6,13,2,159.131
empty-16-16-random,empty-16-16-random-20,11,4,103.859
empty-16-16-random,empty-16-16-random-17,12,3,109.517
empty-16-16-random,empty-16-16-random-25,8,5,60.8472
empty-16-16-random,empty-16-16-random-1,21,3,161.873
empty-16-16-random,empty-16-16-random-8,8,4,65.7968
empty-16-16-random,empty-16-16-random-9,8,4,66.3439
empty-16-16-random,empty-16-16-random-19,9,3,78.3634
empty-16-16-random,empty-16-16-random-1,17,2,159.263
empty-16-16-random,empty-16-16-random-10,16,3,167.405
empty-16-16-random,empty-16-16-random-18,9,3,91.3259
empty-16-16-random,empty-16-16-random-9,12,2,124.131
empty-16-16-random,empty-16-16-random-18,13,3,127.519
empty-16-16-random,empty-16-16-random-1,7,5,59.3855
empty-16-16-random,empty-16-16-random-6,3,4,28.0798
empty-16-16-random,empty-16-16-random-5,14,3,132.263
empty-16-16-random,empty-16-16-random-14,15,2,159.131
empty-16-16-random,empty-16-16-random-7,3,4,29.5651
empty-16-16-random,empty-16-16-random-15,13,4,98.0483
empty-16-16-random,empty-16-16-random-22,10,3,93.3259
empty-16-16-random,empty-16-16-random-4,12,5,123.658
empty-16-16-random,empty-16-16-random-12,5,4,42.1756
empty-16-16-random,empty-16-16-random-1,9,4,73.1553
empty-16-16-random,empty-16-16-random-13,5,4,55.8613
empty-16-16-random,empty-16-16-random-19,15,5,146.207
empty-16-16-random,empty-16-16-random-8,14,4,104.144
empty-16-16-random,empty-16-16-random-1,19,3,153.63
empty-16-16-random,empty-16-16-random-11,10,5,52.1046
empty-16-16-random,empty-16-16-random-19,7,2,74.0
empty-16-16-random,empty-16-16-random-18,7,2,87.0
empty-16-16-random,empty-16-16-random-10,18,2,209.131
empty-16-16-random,empty-16-16-random-22,2,5,7.76783
empty-16-16-random,empty-16-16-random-8,6,5,52.6207
empty-16-16-random,empty-16-16-random-9,6,5,41.1562
empty-16-16-random,empty-16-16-random-23,2,5,21.4933
empty-16-16-random,empty-16-16-random-16,14,5,83.7058
empty-16-16-random,empty-16-16-random-24,6,4,28.4875
empty-16-16-random,empty-16-16-random-25,6,4,45.14
empty-16-16-random,empty-16-16-random-7,15,4,106.005
empty-16-16-random,empty-16-16-random-3,4,3,42.6274
empty-16-16-random,empty-16-16-random-11,8,3,38.6475
empty-16-16-random,empty-16-16-random-2,4,3,48.799
empty-16-16-random,empty-16-16-random-10,8,3,83.4264
empty-16-16-random,empty-16-16-random-25,14,3,136.718
empty-16-16-random,empty-16-16-random-1,23,2,214.394
empty-16-16-random,empty-16-16-random-7,19,4,144.561
empty-16-16-random,empty-16-16-random-17,10,2,102.131
empty-16-16-random,empty-16-16-random-6,11,3,109.357
empty-16-16-random,empty-16-16-random-20,13,5,120.885
empty-16-16-random,empty-16-16-random-10,4,3,41.7279
empty-16-16-random,empty-16-16-random-2,8,3,82.1321
empty-16-16-random,empty-16-16-random-13,13,3,137.133
empty-16-16-random,empty-16-16-random-25,18,3,178.346
empty-16-16-random,empty-16-16-random-2,12,2,141.0
empty-16-16-random,empty-16-16-random-11,4,3,21.0309
empty-16-16-random,empty-16-16-random-3,8,3,89.4573
empty-16-16-random,empty-16-16-random-24,10,4,63.4069
empty-16-16-random,empty-16-16-random-13,9,4,84.3685
empty-16-16-random,empty-16-16-random-1,5,4,43.1334
empty-16-16-random,empty-16-16-random-12,9,4,68.0367
empty-16-16-random,empty-16-16-random-14,17,3,152.108
empty-16-16-random,empty-16-16-random-23,14,4,138.564
empty-16-16-random,empty-16-16-random-20,3,2,32.0
empty-16-16-random,empty-16-16-random-10,14,2,173.131
empty-16-16-random,empty-16-16-random-1,15,3,113.589
empty-16-16-random,empty-16-16-random-21,3,2,21.0
empty-16-16-random,empty-16-16-random-18,11,2,137.131
empty-16-16-random,empty-16-16-random-9,10,3,83.5644
empty-16-16-random,empty-16-16-random-9,10,2,96.1314
empty-16-16-random,empty-16-16-random-18,11,3,111.357
empty-16-16-random,empty-16-16-random-21,3,3,16.8995
empty-16-16-random,empty-16-16-random-1,15,2,135.263
empty-16-16-random,empty-16-16-random-10,14,3,145.92
empty-16-16-random,empty-16-16-random-20,3,3,26.7279
empty-16-16-random,empty-16-16-random-23,14,5,137.764
empty-16-16-random,empty-16-16-random-5,16,3,151.129
empty-16-16-random,empty-16-16-random-12,9,5,67.7236
empty-16-16-random,empty-16-16-random-1,5,5,42.8225
empty-16-16-random,empty-16-16-random-13,9,5,83.6077
empty-16-16-random,empty-16-16-random-3,8,2,111.0
empty-16-16-random,empty-16-16-random-14,21,3,184.685
empty-16-16-random,empty-16-16-random-11,4,2,25.0
empty-16-16-random,empty-16-16-random-2,12,3,118.174
empty-16-16-random,empty-16-16-random-24,10,5,62.9619
empty-16-16-random,empty-16-16-random-2,8,2,95.0
empty-16-16-random,empty-16-16-random-10,4,2,47.0
empty-16-16-random,empty-16-16-random-6,11,2,135.0
empty-16-16-random,empty-16-16-random-20,13,4,121.954
empty-16-16-random,empty-16-16-random-17,10,3,86.6885
empty-16-16-random,empty-16-16-random-7,19,5,143.555
empty-16-16-random,empty-16-16-random-1,23,3,178.661
empty-16-16-random,empty-16-16-random-10,8,2,101.0
empty-16-16-random,empty-16-16-random-2,4,2,57.0
empty-16-16-random,empty-16-16-random-25,14,2,165.131
empty-16-16-random,empty-16-16-random-11,8,2,46.1314
empty-16-16-random,empty-16-16-random-3,4,2,52.0
empty-16-16-random,empty-16-16-random-7,15,5,105.272
empty-16-16-random,empty-16-16-random-25,6,5,44.9767
empty-16-16-random,empty-16-16-random-24,6,5,28.2952
empty-16-16-random,empty-16-16-random-16,14,4,84.4958
empty-16-16-random,empty-16-16-random-23,2,4,21.6208
empty-16-16-random,empty-16-16-random-9,6,4,41.467
empty-16-16-random,empty-16-16-random-8,6,4,52.8394
empty-16-16-random,empty-16-16-random-22,2,4,7.88635
empty-16-16-random,empty-16-16-random-18,7,3,70.598
empty-16-16-random,empty-16-16-random-19,7,3,59.0497
empty-16-16-random,empty-16-16-random-11,10,4,52.6368
empty-16-16-random,empty-16-16-random-1,19,2,185.263
empty-16-16-random,empty-16-16-random-7,23,4,173.654
empty-16-16-random,empty-16-16-random-19,15,4,147.733
empty-16-16-random,empty-16-16-random-13,5,5,55.1899
empty-16-16-random,empty-16-16-random-1,9,5,72.6812
empty-16-16-random,empty-16-16-random-12,5,5,41.9582
empty-16-16-random,empty-16-16-random-22,10,2,115.0
empty-16-16-random,empty-16-16-random-4,12,4,124.727
empty-16-16-random,empty-16-16-random-15,13,5,97.3704
empty-16-16-random,empty-16-16-random-1,7,2,78.0
empty-16-16-random,empty-16-16-random-5,14,4,127.661
empty-16-16-random,empty-16-16-random-6,3,3,28.9706
empty-16-16-random,empty-16-16-random-7,3,3,30.4558
empty-16-16-random,empty-16-16-random-14,15,5,127.838
empty-16-16-random,empty-16-16-random-19,9,4,74.928
empty-16-16-random,empty-16-16-random-18,9,4,88.6537
empty-16-16-random,empty-16-16-random-10,16,4,160.933
empty-16-16-random,empty-16-16-random-18,13,4,123.342
empty-16-16-random,empty-16-16-random-24,8,2,58.0
empty-16-16-random,empty-16-16-random-20,11,3,108.669
empty-16-16-random,empty-16-16-random-25,8,2,77.0
empty-16-16-random,empty-16-16-random-17,12,4,106.22
empty-16-16-random,empty-16-16-random-11,28,2,263.263
empty-16-16-random,empty-16-16-random-8,8,3,68.1127
empty-16-16-random,empty-16-16-random-9,8,3,68.736
empty-16-16-random,empty-16-16-random-17,2,4,15.2361
empty-16-16-random,empty-16-16-random-16,2,4,15.7082
empty-16-16-random,empty-16-16-random-2,10,4,99.3247
empty-16-16-random,empty-16-16-random-11,6,5,30.6379
empty-16-16-random,empty-16-16-random-24,12,2,118.131
empty-16-16-random,empty-16-16-random-10,6,5,62.7542
empty-16-16-random,empty-16-16-random-3,18,3,187.519
empty-16-16-random,empty-16-16-random-13,11,5,101.861
empty-16-16-random,empty-16-16-random-9,4,3,28.4853
empty-16-16-random,empty-16-16-random-8,4,3,29.2426
empty-16-16-random,empty-16-16-random-8,20,3,155.751
empty-16-16-random,empty-16-16-random-25,4,2,47.0
empty-16-16-random,empty-16-16-random-7,17,2,156.0
empty-16-16-random,empty-16-16-random-11,24,2,225.263
empty-16-16-random,empty-16-16-random-16,16,3,106.103
empty-16-16-random,empty-16-16-random-24,4,2,26.0
empty-16-16-random,empty-16-16-random-2,6,5,57.394
empty-16-16-random,empty-16-16-random-3,14,3,149.567
empty-16-16-random,empty-16-16-random-3,6,5,62.621
empty-16-16-random,empty-16-16-random-4,2,4,19.1935
empty-16-16-random,empty-16-16-random-5,2,4,17.4787
empty-16-16-random,empty-16-16-random-22,12,5,104.02
empty-16-16-random,empty-16-16-random-4,10,3,108.64
empty-16-16-random,empty-16-16-random-15,3,3,24.8995
empty-16-16-random,empty-16-16-random-14,3,3,24.9706
empty-16-16-random,empty-16-16-random-15,11,2,107.131
empty-16-16-random,empty-16-16-random-13,7,2,102.0
empty-16-16-random,empty-16-16-random-8,16,2,143.525
empty-16-16-random,empty-16-16-random-18,5,4,54.6318
empty-16-16-random,empty-16-16-random-16,20,2,160.525
empty-16-16-random,empty-16-16-random-7,21,3,166.339
empty-16-16-random,empty-16-16-random-11,12,3,78.0323
empty-16-16-random,empty-16-16-random-19,5,4,33.011
empty-16-16-random,empty-16-16-random-19,5,5,32.6711
empty-16-16-random,empty-16-16-random-11,12,2,93.1314
empty-16-16-random,empty-16-16-random-7,21,2,206.0
empty-16-16-random,empty-16-16-random-16,20,3,137.66
empty-16-16-random,empty-16-16-random-18,5,5,54.0839
empty-16-16-random,empty-16-16-random-8,16,3,119.98
empty-16-16-random,empty-16-16-random-12,7,3,63.8445
empty-16-16-random,empty-16-16-random-13,7,3,79.7401
empty-16-16-random,empty-16-16-random-15,11,3,91.0497
empty-16-16-random,empty-16-16-random-14,3,2,32.0
empty-16-16-random,empty-16-16-random-22,12,4,105.531
empty-16-16-random,empty-16-16-random-14,19,4,160.897
empty-16-16-random,empty-16-16-random-15,3,2,29.0
empty-16-16-random,empty-16-16-random-4,10,2,135.0
empty-16-16-random,empty-16-16-random-5,2,5,17.434
empty-16-16-random,empty-16-16-random-4,2,5,19.0012
empty-16-16-random,empty-16-16-random-3,6,4,63.0526
empty-16-16-random,empty-16-16-random-12,15,3,128.219
empty-16-16-random,empty-16-16-random-3,14,2,185.131
empty-16-16-random,empty-16-16-random-2,6,4,57.9552
empty-16-16-random,empty-16-16-random-24,4,3,21.3137
empty-16-16-random,empty-16-16-random-16,16,2,124.131
empty-16-16-random,empty-16-16-random-7,17,3,126.62
empty-16-16-random,empty-16-16-random-25,4,3,38.799
empty-16-16-random,empty-16-16-random-8,4,2,31.0
empty-16-16-random,empty-16-16-random-9,4,2,32.0
empty-16-16-random,empty-16-16-random-13,11,4,102.74
empty-16-16-random,empty-16-16-random-3,18,2,234.131
empty-16-16-random,empty-16-16-random-10,6,4,63.3892
empty-16-16-random,empty-16-16-random-11,6,4,30.8926
empty-16-16-random,empty-16-16-random-2,10,5,98.1284
empty-16-16-random,empty-16-16-random-24,12,3,96.5886
empty-16-16-random,empty-16-16-random-16,2,5,15.5606
empty-16-16-random,empty-16-16-random-17,2,5,15.1623
empty-16-16-random,empty-16-16-random-9,8,2,80.1314
empty-16-16-random,empty-16-16-random-8,8,2,81.1314
empty-16-16-random,empty-16-16-random-17,12,5,105.509
empty-16-16-random,empty-16-16-random-25,8,3,64.1127
empty-16-16-random,empty-16-16-random-24,8,3,48.0416
empty-16-16-random,empty-16-16-random-6,13,4,125.389
empty-16-16-random,empty-16-16-random-20,11,2,128.0
empty-16-16-random,empty-16-16-random-9,12,4,102.107
empty-16-16-random,empty-16-16-random-18,9,5,87.9426
empty-16-16-random,empty-16-16-random-19,9,5,74.1274
empty-16-16-random,empty-16-16-random-14,15,4,128.659
empty-16-16-random,empty-16-16-random-7,3,2,41.0
empty-16-16-random,empty-16-16-random-6,3,2,36.0
empty-16-16-random,empty-16-16-random-1,7,3,62.7696
empty-16-16-random,empty-16-16-random-25,2,5,14.182
empty-16-16-random,empty-16-16-random-7,11,5,80.1657
empty-16-16-random,empty-16-16-random-16,10,4,69.3734
empty-16-16-random,empty-16-16-random-24,2,5,12.434
empty-16-16-random,empty-16-16-random-6,19,2,214.131
empty-16-16-random,empty-16-16-random-9,2,4,17.5366
empty-16-16-random,empty-16-16-random-23,6,4,63.1597
empty-16-16-random,empty-16-16-random-22,6,4,36.4383
empty-16-16-random,empty-16-16-random-8,2,4,13.0
empty-16-16-random,empty-16-16-random-16,8,3,62.7186
empty-16-16-random,empty-16-16-random-4,4,3,42.6274
empty-16-16-random,empty-16-16-random-17,8,3,63.1127
empty-16-16-random,empty-16-16-random-5,4,3,41.2132
empty-16-16-random,empty-16-16-random-3,12,4,132.086
empty-16-16-random,empty-16-16-random-25,10,2,109.0
empty-16-16-random,empty-16-16-random-22,14,2,155.131
empty-16-16-random,empty-16-16-random-15,5,4,47.9596
empty-16-16-random,empty-16-16-random-7,9,4,72.2322
empty-16-16-random,empty-16-16-random-14,5,4,38.9859
empty-16-16-random,empty-16-16-random-6,9,4,84.7674
empty-16-16-random,empty-16-16-random-18,3,3,31.0416
empty-16-16-random,empty-16-16-random-19,3,3,12.2426
empty-16-16-random,empty-16-16-random-11,14,4,98.9418
empty-16-16-random,empty-16-16-random-8,10,5,86.1971
empty-16-16-random,empty-16-16-random-19,11,4,98.7783
empty-16-16-random,empty-16-16-random-9,18,2,198.131
empty-16-16-random,empty-16-16-random-23,10,5,88.0015
empty-16-16-random,empty-16-16-random-6,5,4,43.8657
empty-16-16-random,empty-16-16-random-14,9,4,79.1105
empty-16-16-random,empty-16-16-random-5,12,3,112.569
empty-16-16-random,empty-16-16-random-14,13,2,142.131
empty-16-16-random,empty-16-16-random-7,5,4,37.2733
empty-16-16-random,empty-16-16-random-15,9,4,80.2755
empty-16-16-random,empty-16-16-random-9,14,2,151.131
empty-16-16-random,empty-16-16-random-21,7,3,59.8781
empty-16-16-random,empty-16-16-random-1,11,2,108.131
empty-16-16-random,empty-16-16-random-10,10,3,110.569
empty-16-16-random,empty-16-16-random-20,7,3,63.4558
empty-16-16-random,empty-16-16-random-6,15,2,183.131
empty-16-16-random,empty-16-16-random-17,14,3,133.002
empty-16-16-random,empty-16-16-random-24,14,5,112.005
empty-16-16-random,empty-16-16-random-5,8,3,75.9411
empty-16-16-random,empty-16-16-random-17,4,3,33.0711
empty-16-16-random,empty-16-16-random-4,8,3,83.4264
empty-16-16-random,empty-16-16-random-16,4,3,33.2735
empty-16-16-random,empty-16-16-random-16,4,2,39.0
empty-16-16-random,empty-16-16-random-4,8,2,101.0
empty-16-16-random,empty-16-16-random-17,4,2,37.1314
empty-16-16-random,empty-16-16-random-5,8,2,90.0
empty-16-16-random,empty-16-16-random-13,17,3,163.961
empty-16-16-random,empty-16-16-random-24,14,4,112.952
empty-16-16-random,empty-16-16-random-17,14,2,153.131
empty-16-16-random,empty-16-16-random-6,15,3,149.152
empty-16-16-random,empty-16-16-random-9,22,2,242.131
empty-16-16-random,empty-16-16-random-20,7,2,74.0
empty-16-16-random,empty-16-16-random-10,10,2,134.0
empty-16-16-random,empty-16-16-random-1,11,3,90.5578
empty-16-16-random,empty-16-16-random-21,7,2,76.0
empty-16-16-random,empty-16-16-random-18,15,2,177.263
empty-16-16-random,empty-16-16-random-9,14,3,127.737
empty-16-16-random,empty-16-16-random-15,9,5,79.6539
empty-16-16-random,empty-16-16-random-7,5,5,36.9759
empty-16-16-random,empty-16-16-random-14,13,3,118.606
empty-16-16-random,empty-16-16-random-23,10,4,88.5203
empty-16-16-random,empty-16-16-random-5,12,2,136.0
empty-16-16-random,empty-16-16-random-14,9,5,78.4889
empty-16-16-random,empty-16-16-random-6,5,5,43.6868
empty-16-16-random,empty-16-16-random-19,11,5,97.7407
empty-16-16-random,empty-16-16-random-8,10,4,86.7857
empty-16-16-random,empty-16-16-random-18,19,2,213.263
empty-16-16-random,empty-16-16-random-19,3,2,14.0
empty-16-16-random,empty-16-16-random-18,3,2,41.0
empty-16-16-random,empty-16-16-random-6,9,5,84.3805
empty-16-16-random,empty-16-16-random-14,5,5,38.807
empty-16-16-random,empty-16-16-random-22,14,3,127.808
empty-16-16-random,empty-16-16-random-7,9,5,71.6472
empty-16-16-random,empty-16-16-random-15,5,5,47.6935
empty-16-16-random,empty-16-16-random-25,10,3,90.9219
empty-16-16-random,empty-16-16-random-5,4,2,50.0
empty-16-16-random,empty-16-16-random-17,8,2,75.1314
empty-16-16-random,empty-16-16-random-4,4,2,52.0
empty-16-16-random,empty-16-16-random-16,8,2,73.1314
empty-16-16-random,empty-16-16-random-8,2,5,13.0
empty-16-16-random,empty-16-16-random-22,6,5,35.9933
empty-16-16-random,empty-16-16-random-23,6,5,62.8175
empty-16-16-random,empty-16-16-random-9,2,5,17.3734
empty-16-16-random,empty-16-16-random-24,2,4,12.4787
empty-16-16-random,empty-16-16-random-16,10,5,68.6645
empty-16-16-random,empty-16-16-random-7,11,4,80.8246
empty-16-16-random,empty-16-16-random-25,2,4,14.3006
empty-16-16-random,empty-16-16-random-23,8,2,86.0
empty-16-16-random,empty-16-16-random-22,8,2,75.0
empty-16-16-random,empty-16-16-random-20,15,2,171.0
empty-16-16-random,empty-16-16-random-10,2,4,20.7082
empty-16-16-random,empty-16-16-random-11,2,4,12.9443
empty-16-16-random,empty-16-16-random-2,14,5,129.53
empty-16-16-random,empty-16-16-random-24,16,3,128.488
empty-16-16-random,empty-16-16-random-16,6,5,44.8532
empty-16-16-random,empty-16-16-random-17,6,5,43.5593
empty-16-16-random,empty-16-16-random-14,11,4,97.5988
empty-16-16-random,empty-16-16-random-7,7,2,73.0
empty-16-16-random,empty-16-16-random-23,12,3,124.368
empty-16-16-random,empty-16-16-random-6,7,2,84.0
empty-16-16-random,empty-16-16-random-5,10,5,85.2662
empty-16-16-random,empty-16-16-random-1,3,3,29.5563
empty-16-16-random,empty-16-16-random-10,12,5,116.2
empty-16-16-random,empty-16-16-random-20,5,5,47.7793
empty-16-16-random,empty-16-16-random-21,5,5,44.4836
empty-16-16-random,empty-16-16-random-1,13,4,96.8176
empty-16-16-random,empty-16-16-random-12,3,3,33.1421
empty-16-16-random,empty-16-16-random-13,3,3,39.0416
empty-16-16-random,empty-16-16-random-14,7,2,70.0
empty-16-16-random,empty-16-16-random-15,15,3,129.229
empty-16-16-random,empty-16-16-random-22,16,4,143.61
empty-16-16-random,empty-16-16-random-15,7,2,75.0
empty-16-16-random,empty-16-16-random-11,16,2,134.131
empty-16-16-random,empty-16-16-random-21,9,5,70.4353
empty-16-16-random,empty-16-16-random-7,25,2,236.0
empty-16-16-random,empty-16-16-random-20,9,5,82.2451
empty-16-16-random,empty-16-16-random-19,13,2,157.0
empty-16-16-random,empty-16-16-random-8,12,3,102.326
empty-16-16-random,empty-16-16-random-16,12,2,94.1314
empty-16-16-random,empty-16-16-random-11,20,3,141.94
empty-16-16-random,empty-16-16-random-7,13,3,95.8925
empty-16-16-random,empty-16-16-random-22,4,2,26.0
empty-16-16-random,empty-16-16-random-23,4,2,56.0
empty-16-16-random,empty-16-16-random-5,6,5,51.7871
empty-16-16-random,empty-16-16-random-4,6,5,60.2687
empty-16-16-random,empty-16-16-random-12,11,3,90.2487
empty-16-16-random,empty-16-16-random-3,2,4,19.6656
empty-16-16-random,empty-16-16-random-2,2,4,27.4164
empty-16-16-random,empty-16-16-random-3,10,2,141.0
empty-16-16-random,empty-16-16-random-25,12,4,109.914
empty-16-16-random,empty-16-16-random-3,10,3,114.808
empty-16-16-random,empty-16-16-random-2,2,5,27.195
empty-16-16-random,empty-16-16-random-25,12,5,109.188
empty-16-16-random,empty-16-16-random-3,2,5,19.442
empty-16-16-random,empty-16-16-random-4,6,4,60.8165
empty-16-16-random,empty-16-16-random-5,6,4,52.0241
empty-16-16-random,empty-16-16-random-23,4,3,41.9411
empty-16-16-random,empty-16-16-random-22,4,3,20.7279
empty-16-16-random,empty-16-16-random-7,13,2,120.0
empty-16-16-random,empty-16-16-random-11,20,2,168.263
empty-16-16-random,empty-16-16-random-21,11,4,92.6477
empty-16-16-random,empty-16-16-random-16,12,3,81.3754
empty-16-16-random,empty-16-16-random-20,19,3,195.257
empty-16-16-random,empty-16-16-random-8,12,2,124.263
empty-16-16-random,empty-16-16-random-19,13,3,122.585
empty-16-16-random,empty-16-16-random-20,9,4,83.2066
empty-16-16-random,empty-16-16-random-7,25,3,191.285
empty-16-16-random,empty-16-16-random-21,9,4,70.8794
empty-16-16-random,empty-16-16-random-11,16,3,113.174
empty-16-16-random,empty-16-16-random-22,16,5,141.602
empty-16-16-random,empty-16-16-random-15,7,3,65.6274
empty-16-16-random,empty-16-16-random-4,14,3,155.61
empty-16-16-random,empty-16-16-random-14,7,3,54.7696
empty-16-16-random,empty-16-16-random-13,3,2,49.0
empty-16-16-random,empty-16-16-random-12,3,2,39.0
empty-16-16-random,empty-16-16-random-1,13,5,95.9649
empty-16-16-random,empty-16-16-random-21,5,4,44.752
empty-16-16-random,empty-16-16-random-20,5,4,48.3115
empty-16-16-random,empty-16-16-random-10,12,4,117.277
empty-16-16-random,empty-16-16-random-1,3,2,36.0
empty-16-16-random,empty-16-16-random-23,12,2,157.131
empty-16-16-random,empty-16-16-random-5,10,4,85.7477
empty-16-16-random,empty-16-16-random-6,7,3,67.0122
empty-16-16-random,empty-16-16-random-7,7,3,56.0122
empty-16-16-random,empty-16-16-random-14,11,5,96.8327
empty-16-16-random,empty-16-16-random-17,6,4,43.9596
empty-16-16-random,empty-16-16-random-16,6,4,45.1931
empty-16-16-random,empty-16-16-random-2,14,4,130.932
empty-16-16-random,empty-16-16-random-11,2,5,12.7229
empty-16-16-random,empty-16-16-random-24,16,2,152.131
empty-16-16-random,empty-16-16-random-10,2,5,20.5183
empty-16-16-random,empty-16-16-random-20,15,3,142.296
empty-16-16-random,empty-16-16-random-22,8,3,60.3553
empty-16-16-random,empty-16-16-random-23,8,3,70.7696
empty-16-16-random,empty-16-16-random-8,2,2,13.0
empty-16-16-random,empty-16-16-random-22,6,2,48.0
empty-16-16-random,empty-16-16-random-23,6,2,79.0
empty-16-16-random,empty-16-16-random-9,2,2,21.0
empty-16-16-random,empty-16-16-random-24,2,3,12.6569
empty-16-16-random,empty-16-16-random-16,10,2,84.1314
empty-16-16-random,empty-16-16-random-11,22,3,158.425
empty-16-16-random,empty-16-16-random-7,11,3,83.064
empty-16-16-random,empty-16-16-random-25,2,3,14.6569
empty-16-16-random,empty-16-16-random-12,13,3,99.6629
empty-16-16-random,empty-16-16-random-3,12,2,168.131
empty-16-16-random,empty-16-16-random-25,10,4,86.2669
empty-16-16-random,empty-16-16-random-17,8,5,60.3965
empty-16-16-random,empty-16-16-random-5,4,5,39.6248
empty-16-16-random,empty-16-16-random-16,8,5,59.34
empty-16-16-random,empty-16-16-random-4,4,5,40.5657
empty-16-16-random,empty-16-16-random-14,5,2,52.0
empty-16-16-random,empty-16-16-random-6,9,2,107.0
empty-16-16-random,empty-16-16-random-22,14,4,122.581
empty-16-16-random,empty-16-16-random-15,5,2,57.0
empty-16-16-random,empty-16-16-random-7,9,2,97.0
empty-16-16-random,empty-16-16-random-19,11,2,130.0
empty-16-16-random,empty-16-16-random-8,10,3,89.669
empty-16-16-random,empty-16-16-random-11,14,2,122.131
empty-16-16-random,empty-16-16-random-19,3,5,11.5606
empty-16-16-random,empty-16-16-random-7,27,2,274.0
empty-16-16-random,empty-16-16-random-18,3,5,29.9139
empty-16-16-random,empty-16-16-random-14,13,4,114.779
empty-16-16-random,empty-16-16-random-7,5,2,51.0
empty-16-16-random,empty-16-16-random-15,9,2,98.0
empty-16-16-random,empty-16-16-random-23,10,3,92.0833
empty-16-16-random,empty-16-16-random-6,5,2,58.0
empty-16-16-random,empty-16-16-random-14,9,2,99.0
empty-16-16-random,empty-16-16-random-5,12,5,107.915
empty-16-16-random,empty-16-16-random-20,21,3,215.914
empty-16-16-random,empty-16-16-random-10,10,5,104.899
empty-16-16-random,empty-16-16-random-20,7,5,60.1039
empty-16-16-random,empty-16-16-random-21,7,5,57.6028
empty-16-16-random,empty-16-16-random-11,18,2,156.131
empty-16-16-random,empty-16-16-random-1,11,4,87.2876
empty-16-16-random,empty-16-16-random-17,14,5,127.985
empty-16-16-random,empty-16-16-random-4,8,5,79.8955
empty-16-16-random,empty-16-16-random-16,4,5,31.6294
empty-16-16-random,empty-16-16-random-5,8,5,73.1132
empty-16-16-random,empty-16-16-random-17,4,5,32.3734
empty-16-16-random,empty-16-16-random-24,14,3,116.871
empty-16-16-random,empty-16-16-random-24,14,2,139.131
empty-16-16-random,empty-16-16-random-17,4,4,32.5366
empty-16-16-random,empty-16-16-random-5,8,4,73.4471
empty-16-16-random,empty-16-16-random-16,4,4,31.7032
empty-16-16-random,empty-16-16-random-4,8,4,80.7542
empty-16-16-random,empty-16-16-random-20,17,3,168.115
empty-16-16-random,empty-16-16-random-17,14,4,128.814
empty-16-16-random,empty-16-16-random-1,11,5,86.5981
empty-16-16-random,empty-16-16-random-11,18,3,130.526
empty-16-16-random,empty-16-16-random-21,7,4,57.993
empty-16-16-random,empty-16-16-random-20,7,4,60.7837
empty-16-16-random,empty-16-16-random-10,10,4,105.977
empty-16-16-random,empty-16-16-random-23,10,2,113.131
empty-16-16-random,empty-16-16-random-5,12,4,108.649
empty-16-16-random,empty-16-16-random-14,9,3,81.4264
empty-16-16-random,empty-16-16-random-6,5,3,45.1127
empty-16-16-random,empty-16-16-random-15,9,3,82.7696
empty-16-16-random,empty-16-16-random-7,5,3,38.6985
empty-16-16-random,empty-16-16-random-14,13,5,114.125
empty-16-16-random,empty-16-16-random-18,3,4,30.1509
empty-16-16-random,empty-16-16-random-19,3,4,11.7082
empty-16-16-random,empty-16-16-random-11,14,3,103.518
empty-16-16-random,empty-16-16-random-8,10,2,109.131
empty-16-16-random,empty-16-16-random-19,11,3,102.748
empty-16-16-random,empty-16-16-random-22,14,5,120.736
empty-16-16-random,empty-16-16-random-7,9,3,74.6498
empty-16-16-random,empty-16-16-random-15,5,3,49.3848
empty-16-16-random,empty-16-16-random-6,9,3,87.2146
empty-16-16-random,empty-16-16-random-14,5,3,39.6985
empty-16-16-random,empty-16-16-random-4,4,4,41.0241
empty-16-16-random,empty-16-16-random-16,8,4,59.9013
empty-16-16-random,empty-16-16-random-5,4,4,39.788
empty-16-16-random,empty-16-16-random-17,8,4,60.7968
empty-16-16-random,empty-16-16-random-3,12,3,135.365
empty-16-16-random,empty-16-16-random-25,10,5,85.7347
empty-16-16-random,empty-16-16-random-24,18,2,174.263
empty-16-16-random,empty-16-16-random-25,2,2,17.0
empty-16-16-random,empty-16-16-random-7,11,2,106.0
empty-16-16-random,empty-16-16-random-11,22,2,188.263
empty-16-16-random,empty-16-16-random-16,10,3,72.547
empty-16-16-random,empty-16-16-random-24,2,2,15.0
empty-16-16-random,empty-16-16-random-9,2,3,18.0711
empty-16-16-random,empty-16-16-random-23,6,3,64.9411
empty-16-16-random,empty-16-16-random-22,6,3,38.0416
empty-16-16-random,empty-16-16-random-8,2,3,13.0
empty-16-16-random,empty-16-16-random-6,17,2,200.131
empty-16-16-random,empty-16-16-random-22,8,4,57.3269
empty-16-16-random,empty-16-16-random-23,8,4,68.6318
