map,scenario,agents,connectivity,flowtime
empty-16-16-random,empty-16-16-random-17,6,3,45.3512
empty-16-16-random,empty-16-16-random-16,6,3,47.4759
empty-16-16-random,empty-16-16-random-11,2,2,16.0
empty-16-16-random,empty-16-16-random-2,14,3,136.002
empty-16-16-random,empty-16-16-random-24,16,5,122.639
empty-16-16-random,empty-16-16-random-10,2,2,23.0
empty-16-16-random,empty-16-16-random-1,3,5,27.5826
empty-16-16-random,empty-16-16-random-23,12,5,119.439
empty-16-16-random,empty-16-16-random-6,7,4,65.4089
empty-16-16-random,empty-16-16-random-5,10,3,88.598
empty-16-16-random,empty-16-16-random-14,11,2,121.0
empty-16-16-random,empty-16-16-random-7,7,4,53.8606
empty-16-16-random,empty-16-16-random-21,5,3,46.3553
empty-16-16-random,empty-16-16-random-1,13,2,120.131
empty-16-16-random,empty-16-16-random-10,12,3,122.225
empty-16-16-random,empty-16-16-random-20,5,3,50.6274
empty-16-16-random,empty-16-16-random-9,16,2,173.131
empty-16-16-random,empty-16-16-random-22,16,2,184.131
empty-16-16-random,empty-16-16-random-15,7,4,63.6678
empty-16-16-random,empty-16-16-random-4,14,4,150.8
empty-16-16-random,empty-16-16-random-14,7,4,53.1662
empty-16-16-random,empty-16-16-random-13,3,5,36.7861
empty-16-16-random,empty-16-16-random-12,3,5,31.7609
empty-16-16-random,empty-16-16-random-19,13,4,118.666
empty-16-16-random,empty-16-16-random-20,9,3,86.7696
empty-16-16-random,empty-16-16-random-11,16,4,108.242
empty-16-16-random,empty-16-16-random-21,9,3,73.1207
empty-16-16-random,empty-16-16-random-7,25,4,185.664
empty-16-16-random,empty-16-16-random-23,4,4,40.8723
empty-16-16-random,empty-16-16-random-22,4,4,20.0153
empty-16-16-random,empty-16-16-random-7,13,5,92.6379
empty-16-16-random,empty-16-16-random-21,11,3,96.7146
empty-16-16-random,empty-16-16-random-16,12,4,78.0237
empty-16-16-random,empty-16-16-random-3,10,4,112.077
empty-16-16-random,empty-16-16-random-2,2,2,32.0
empty-16-16-random,empty-16-16-random-25,12,2,140.131
empty-16-16-random,empty-16-16-random-3,2,2,27.0
empty-16-16-random,empty-16-16-random-4,6,3,62.598
empty-16-16-random,empty-16-16-random-5,6,3,53.6274
empty-16-16-random,empty-16-16-random-5,6,2,63.0
empty-16-16-random,empty-16-16-random-4,6,2,79.0
empty-16-16-random,empty-16-16-random-12,11,4,87.3373
empty-16-16-random,empty-16-16-random-3,2,3,20.5563
empty-16-16-random,empty-16-16-random-2,2,3,28.4853
empty-16-16-random,empty-16-16-random-3,10,5,111.392
empty-16-16-random,empty-16-16-random-25,12,3,115.819
empty-16-16-random,empty-16-16-random-16,12,5,77.3075
empty-16-16-random,empty-16-16-random-7,13,4,93.2967
empty-16-16-random,empty-16-16-random-22,4,5,19.7783
empty-16-16-random,empty-16-16-random-23,4,5,40.6552
empty-16-16-random,empty-16-16-random-21,9,2,91.0
empty-16-16-random,empty-16-16-random-20,9,2,102.0
empty-16-16-random,empty-16-16-random-19,13,5,117.259
empty-16-16-random,empty-16-16-random-8,12,4,98.4716
empty-16-16-random,empty-16-16-random-12,3,4,31.8951
empty-16-16-random,empty-16-16-random-13,3,4,37.2602
empty-16-16-random,empty-16-16-random-14,7,5,52.766
empty-16-16-random,empty-16-16-random-22,16,3,149.779
empty-16-16-random,empty-16-16-random-4,14,5,149.503
empty-16-16-random,empty-16-16-random-15,7,5,63.1803
empty-16-16-random,empty-16-16-random-18,17,2,197.263
empty-16-16-random,empty-16-16-random-9,16,3,145.768
empty-16-16-random,empty-16-16-random-20,5,2,60.0
empty-16-16-random,empty-16-16-random-10,12,2,147.131
empty-16-16-random,empty-16-16-random-1,13,3,100.8
empty-16-16-random,empty-16-16-random-21,5,2,61.0
empty-16-16-random,empty-16-16-random-7,7,5,53.365
empty-16-16-random,empty-16-16-random-14,11,3,100.535
empty-16-16-random,empty-16-16-random-23,12,4,120.092
empty-16-16-random,empty-16-16-random-5,10,2,105.0
empty-16-16-random,empty-16-16-random-6,7,5,65.1405
empty-16-16-random,empty-16-16-random-1,3,4,27.7749
empty-16-16-random,empty-16-16-random-10,2,3,21.2426
empty-16-16-random,empty-16-16-random-13,15,3,151.961
empty-16-16-random,empty-16-16-random-2,14,2,160.0
empty-16-16-random,empty-16-16-random-11,2,3,13.6569
empty-16-16-random,empty-16-16-random-24,16,4,123.66
empty-16-16-random,empty-16-16-random-16,6,2,56.1314
empty-16-16-random,empty-16-16-random-17,6,2,52.1314
empty-16-16-random,empty-16-16-random-23,8,5,68.2158
empty-16-16-random,empty-16-16-random-9,20,2,224.131
empty-16-16-random,empty-16-16-random-22,8,5,56.6605
empty-16-16-random,empty-16-16-random-1,25,2,235.525
empty-16-16-random,empty-16-16-random-17,16,2,169.394
empty-16-16-random,empty-16-16-random-6,17,3,163.223
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,17,4,1441.11
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,34,3,3137.6
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,3,2,231.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,26,2,2505.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,32,4,2968.26
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,25,5,1968.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,50,4,4364.3
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,3,2,269.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,37,4,3600.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,14,3,1349.77
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,7,3,707.534
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,37,4,3624.22
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,14,3,1204.73
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,7,3,652.421
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,49,3,4535.81
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,25,3,1985.51
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,9,4,804.748
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,42,3,3994.09
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,41,4,3802.5
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,9,4,810.628
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,23,4,1978.16
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,14,5,1199.99
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,12,2,1049.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,26,4,2317.73
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,17,2,1758.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,15,5,1294.26
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,29,4,2897.51
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,30,5,2575.87
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,13,2,1359.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,4,3,317.054
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,21,3,2111.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,38,2,3815.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,24,3,2029.21
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,10,5,867.554
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,4,3,271.983
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,30,5,2845.75
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,29,4,2751.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,22,4,2076.48
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,18,2,1862.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,18,4,1591.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,22,2,2532.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,2,2,108.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,13,4,991.667
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,30,3,2973.98
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,54,4,5124.16
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,10,3,960.09
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,21,5,1968.84
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,38,4,3219.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,18,4,1681.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,22,2,2239.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,35,3,3016.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,45,2,4527.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,6,3,626.593
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,57,3,5284.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,33,4,2949.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,10,3,1025.24
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,6,3,467.681
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,42,4,3932.02
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,8,3,730.149
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,25,4,2368.67
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,20,4,1865.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,14,2,1482.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,37,5,3019.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,8,3,758.563
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,34,2,3355.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,44,3,3978.3
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,28,3,2491.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,26,3,2479.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,25,4,2508.94
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,11,2,991.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,61,3,5350.22
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,17,5,1537.24
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,19,5,1631.57
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,2,5,98.6871
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,31,4,2814.74
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,37,3,3263.28
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,14,4,1274.83
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,39,3,3485.56
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,49,2,4791.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,50,3,4494.76
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,2,5,80.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,58,4,5353.01
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,6,4,411.017
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,26,5,2720.29
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,17,3,1710.01
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,34,4,2904.53
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,6,4,440.53
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,14,4,1221.68
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,3,5,232.616
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,18,3,1571.71
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,22,5,2050.39
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,3,5,173.236
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,10,4,1114.34
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,7,4,781.921
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,13,3,1177.29
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,30,4,2847.25
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,29,5,2273.78
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,18,3,1753.52
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,22,5,2089.79
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,36,3,3125.61
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,7,4,585.074
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,38,3,3564.65
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,33,3,3121.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,10,4,1056.11
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,10,2,968.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,46,4,4399.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,16,5,1392.98
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,22,3,2201.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,18,5,1586.23
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,30,2,3346.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,13,5,1220.88
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,5,4,328.781
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,21,4,2030.28
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,45,3,4221.69
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,29,3,2395.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,13,5,1243.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,27,3,2320.8
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,57,2,5490.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,5,4,333.92
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-21,5,5,332.234
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,57,3,5103.34
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,27,2,2514.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,13,4,1252.39
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,30,3,2819.2
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,29,2,2618.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,5,5,326.625
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,18,4,1593.84
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,22,2,2403.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,16,4,1404.01
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-20,13,4,1228.96
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,30,3,3090.43
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,33,4,3061.1
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,10,3,892.434
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,46,5,4371.36
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-14,21,3,2188.03
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,7,5,582.305
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,36,2,3357.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,10,5,1050.11
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,29,4,2289.53
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,30,5,2833.92
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,7,5,777.924
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,22,4,2104.35
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,18,2,1907.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,3,4,174.226
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,10,5,1107.91
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,57,5,4734.1
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,3,4,234.774
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,22,4,2063.86
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,18,2,1700.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,14,5,1212.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-17,6,5,436.628
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,25,3,2372.99
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-24,26,4,2736.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-16,6,5,408.592
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,41,4,3533.19
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,34,5,2885.97
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,2,4,80.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,49,3,4447.69
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,39,2,3776.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,14,5,1267.48
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,37,2,3562.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,55,2,5300.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,2,4,99.7674
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-5,26,4,2730.84
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-19,19,4,1640.24
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,53,3,5049.33
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,17,4,1548.4
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,34,3,3349.42
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,61,2,5765.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,11,3,921.877
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,25,5,2493.69
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,50,4,4437.04
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,49,5,3993.95
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,34,3,3122.99
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,8,2,823.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-8,28,2,2684.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,8,2,794.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,37,4,3041.15
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-10,14,3,1347.85
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-9,20,5,1852.49
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-3,10,2,1126.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-6,6,2,504.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,45,3,4201.85
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-18,35,2,3261.13
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-4,22,3,2069.71
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-2,18,5,1671.62
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-7,6,2,684.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-22,10,2,1038.0
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-11,38,5,3199.48
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-12,21,4,1981.82
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-25,22,3,2315.26
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,18,5,1579.98
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-13,29,3,2715.33
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-15,13,5,983.733
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-1,2,3,92.1838
warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2-random-23,4,2,296.0
